ID,Type,Node OK,Link OK,Arg Mismatch,Pred Tasks,Gold Tasks,Error Summary
57130314,chain,✓,✓,2,text search -> text sentiment analysis -> text translator,text search -> text sentiment analysis -> text translator,arg_mismatch(2)
13897367,chain,✓,✓,1,text simplifier -> keyword extractor -> text expander,text simplifier -> keyword extractor -> text expander,arg_mismatch(1)
27179099,chain,✗,✗,1,audio-to-image,audio downloader -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(1)
24890322,chain,✗,✗,3,audio-to-text -> voice changer -> audio noise reduction -> video-to-audio -> video synchronization,audio-to-text -> voice changer -> audio noise reduction -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
62468277,chain,✓,✓,1,audio-to-image -> image-to-video -> video speed changer -> video synchronization,audio-to-image -> image-to-video -> video speed changer -> video synchronization,arg_mismatch(1)
12214320,chain,✓,✗,3,video search -> video-to-text -> keyword extractor -> url extractor -> audio downloader -> audio effects,video search -> video-to-text -> keyword extractor -> url extractor -> audio downloader -> audio effects,link_mismatch; arg_mismatch(3)
11379866,chain,✗,✗,3,image search (by image) -> image stitcher -> image colorizer,image colorizer -> image search (by image) -> image stitcher,node_mismatch; link_mismatch; arg_mismatch(3)
87184037,chain,✗,✗,3,audio noise reduction -> video search,image-to-text -> audio noise reduction -> audio-to-text -> text aggregator -> video search,node_mismatch; link_mismatch; arg_mismatch(3)
33717666,single,✗,✗,2,text-to-image -> image-to-image,text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
96222124,chain,✗,✗,4,keyword extractor -> text search -> text summarizer -> text-to-audio -> audio splicer,keyword extractor -> text search -> voice changer -> audio effects -> audio splicer,node_mismatch; link_mismatch; arg_mismatch(4)
29501103,chain,✗,✗,1,text paraphraser -> text grammar checker -> text expander -> video search,article spinner -> text grammar checker -> text expander -> video search,node_mismatch; link_mismatch; arg_mismatch(1)
26234921,chain,✗,✗,2,text search -> text expander,text grammar checker -> topic generator -> text search -> text expander,node_mismatch; link_mismatch; arg_mismatch(2)
28220564,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
29740563,chain,✗,✗,2,text simplifier -> image search,article spinner -> text simplifier -> text summarizer -> image search,node_mismatch; link_mismatch; arg_mismatch(2)
26662822,chain,✗,✗,6,video-to-audio -> audio-to-text -> text sentiment analysis -> text-to-image -> image stitcher -> image-to-text -> image search,video-to-text -> text sentiment analysis -> text-to-image -> image stitcher -> image-to-text -> image search,node_mismatch; link_mismatch; arg_mismatch(6)
27607093,chain,✗,✗,3,text-to-video -> video synchronization,article spinner -> text expander -> keyword extractor -> text paraphraser -> text-to-video -> video stabilizer -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
94014959,chain,✗,✗,1,url extractor -> audio downloader -> audio noise reduction -> audio-to-image -> image-to-text,url extractor -> audio downloader -> audio noise reduction -> audio-to-image -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(1)
13909299,single,✓,✓,1,video downloader,video downloader,arg_mismatch(1)
25583899,chain,✗,✗,2,audio splicer -> audio noise reduction -> voice changer,audio splicing -> audio noise reduction -> voice modifier,node_mismatch; link_mismatch; arg_mismatch(2)
31785349,single,✓,✓,1,audio splicer,audio splicer,arg_mismatch(1)
25387172,chain,✓,✓,1,article spinner -> text grammar checker -> text-to-video,article spinner -> text grammar checker -> text-to-video,arg_mismatch(1)
24913383,chain,✓,✓,1,voice changer -> audio-to-image -> image-to-video,voice changer -> audio-to-image -> image-to-video,arg_mismatch(1)
21546265,single,✓,✓,1,topic generator,topic generator,arg_mismatch(1)
29009671,chain,✗,✗,4,text simplifier -> video voiceover -> video-to-audio -> audio-to-image,audio-to-image -> text simplifier -> video voiceover -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(4)
13870028,chain,✓,✗,2,text summarizer -> text sentiment analysis -> text paraphraser -> topic generator -> video speed changer,text summarizer -> text sentiment analysis -> text paraphraser -> topic generator -> video speed changer,link_mismatch; arg_mismatch(2)
28770393,single,✓,✓,1,topic generator,topic generator,arg_mismatch(1)
16336784,dag,✗,✗,4,text-to-video -> video-to-audio -> audio-to-text -> video synchronization,text-to-video -> video synchronization -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(4)
31188732,chain,✗,✗,2,text expander,text paraphraser -> text expander -> article spinner,node_mismatch; link_mismatch; arg_mismatch(2)
24732754,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
31884288,chain,✗,✗,3,text expander -> text paraphraser -> text summarizer -> text-to-audio,text expander -> article spinner -> text summarizer -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
24443812,single,✓,✓,1,video search,video search,arg_mismatch(1)
12343429,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
32704049,single,✓,✓,1,audio splicer,audio splicer,arg_mismatch(1)
33161478,chain,✗,✗,3,text-to-video -> video synchronization -> video speed changer,text paraphraser -> text-to-video -> video speed changer -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
28120861,dag,✓,✗,2,text sentiment analysis -> text simplifier -> audio effects -> audio noise reduction,text sentiment analysis -> text simplifier -> audio effects -> audio noise reduction,link_mismatch; arg_mismatch(2)
35400770,single,✓,✓,1,text simplifier,text simplifier,arg_mismatch(1)
20841358,chain,✓,✓,1,audio noise reduction -> audio-to-text -> text translator -> text sentiment analysis,audio noise reduction -> audio-to-text -> text translator -> text sentiment analysis,arg_mismatch(1)
10023607,dag,✓,✗,1,video-to-image -> text-to-image -> image-to-video,video-to-image -> text-to-image -> image-to-video,link_mismatch; arg_mismatch(1)
27253961,single,✗,✗,1,image-to-text -> text downloader,image-to-text -> save as text file,node_mismatch; link_mismatch; arg_mismatch(1)
19838389,chain,✗,✗,2,audio downloader -> audio noise reduction -> video synchronization -> video-to-text,audio downloader -> noise reduction -> video synchronization -> speech transcription,node_mismatch; link_mismatch; arg_mismatch(2)
22764088,chain,✗,✗,4,text search -> url extractor -> text downloader -> text translator -> text sentiment analysis -> text summarizer -> text-to-image,text search -> text sentiment analysis -> text translator -> text summarizer -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
63277506,chain,✗,✗,5,text-to-image -> image stitcher -> image-to-text -> text paraphraser -> text grammar checker,text search -> text-to-image -> image stitcher -> image-to-text -> text paraphraser -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(5)
31376398,dag,✓,✗,1,text expander -> text summarizer -> text-to-image,text expander -> text summarizer -> text-to-image,link_mismatch; arg_mismatch(1)
32638320,chain,✗,✗,3,text expander -> text-to-audio -> audio effects,text expander -> keyword extractor -> topic generator -> text simplifier -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
35024897,chain,✗,✗,3,text search -> image search (by image) -> image stitcher -> video-to-audio -> video maker,keyword extractor -> video search -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
19316510,chain,✗,✗,2,audio effects -> audio splicer,audio effects -> audio merger -> text interpreter,node_mismatch; link_mismatch; arg_mismatch(2)
24024695,chain,✗,✗,2,image stitcher -> image-to-text -> text simplifier -> text search -> text sentiment analysis,image stitcher -> image-to-text -> text simplifier -> text paraphraser -> text search -> text sentiment analysis,node_mismatch; link_mismatch; arg_mismatch(2)
18007237,single,✓,✓,1,audio effects,audio effects,arg_mismatch(1)
22699256,chain,✗,✗,3,text-to-video -> video voiceover,text translator -> text grammar checker -> video search -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(3)
23349605,chain,✗,✗,4,audio downloader -> audio-to-image -> image stitcher,url extractor -> audio downloader -> audio visualizer -> image combiner,node_mismatch; link_mismatch; arg_mismatch(4)
15254968,chain,✓,✗,0,audio noise reduction -> audio-to-text -> video search -> video-to-text -> keyword extractor -> audio effects -> audio-to-image,audio noise reduction -> audio-to-text -> video search -> video-to-text -> keyword extractor -> audio effects -> audio-to-image,link_mismatch
11259496,chain,✗,✗,3,text summarizer -> text paraphraser -> text grammar checker -> topic generator -> image search,text paraphraser -> text summarizer -> text grammar checker -> topic generator -> image search,node_mismatch; link_mismatch; arg_mismatch(3)
20390150,single,✗,✗,1,url extractor -> image downloader,url extractor,node_mismatch; link_mismatch; arg_mismatch(1)
13328287,dag,✗,✗,2,keyword extractor -> text sentiment analysis -> text summarizer -> video speed changer,keyword extractor -> text sentiment analysis -> summarize sentiment analysis -> video speed adjuster,node_mismatch; link_mismatch; arg_mismatch(2)
21203251,single,✗,✗,2,video search -> url extractor -> video downloader,video search,node_mismatch; link_mismatch; arg_mismatch(2)
33377661,dag,✗,✗,4,text summarizer -> article spinner -> text-to-image -> video speed changer -> video-to-image -> image colorizer,article spinner -> text summarizer -> text-to-image -> video speed changer -> video-to-image -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(4)
23776031,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
59229994,chain,✗,✗,2,image stitcher -> image colorizer -> image style transfer -> image-to-video -> video-to-audio -> audio-to-text -> text-to-image,image stitcher -> image colorizer -> image style transfer -> image-to-video -> video-to-text -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
17231162,chain,✓,✓,2,audio downloader -> voice changer -> audio-to-image -> image-to-video -> video synchronization -> video-to-audio,audio downloader -> voice changer -> audio-to-image -> image-to-video -> video synchronization -> video-to-audio,arg_mismatch(2)
14878853,chain,✓,✗,1,audio-to-text -> text sentiment analysis -> article spinner,audio-to-text -> text sentiment analysis -> article spinner,link_mismatch; arg_mismatch(1)
20631231,chain,✓,✓,2,audio effects -> audio noise reduction -> voice changer -> audio splicer -> audio-to-image -> image-to-video,audio effects -> audio noise reduction -> voice changer -> audio splicer -> audio-to-image -> image-to-video,arg_mismatch(2)
22556056,dag,✗,✗,1,image downloader -> image style transfer -> image-to-video,image downloader -> image style transfer -> slideshow maker,node_mismatch; link_mismatch; arg_mismatch(1)
15893908,chain,✓,✓,1,text translator -> url extractor -> text downloader -> video voiceover,text translator -> url extractor -> text downloader -> video voiceover,arg_mismatch(1)
13302423,single,✗,✗,2,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(2)
17720314,chain,✓,✓,1,text search -> text summarizer -> text sentiment analysis,text search -> text summarizer -> text sentiment analysis,arg_mismatch(1)
12700481,dag,✗,✗,4,text-to-audio -> audio-to-image -> audio splicer -> audio-to-text,audio splicer -> audio-to-image -> image-to-text -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(4)
41541341,dag,✗,✗,1,text downloader -> text sentiment analysis -> text-to-image,text downloader -> text sentiment analysis -> text expander -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(1)
72827580,single,✓,✓,1,text-to-video,text-to-video,arg_mismatch(1)
31250413,chain,✗,✗,3,text search -> audio effects,text search -> text simplifier -> audio effects,node_mismatch; link_mismatch; arg_mismatch(3)
18412263,chain,✗,✗,4,video voiceover -> video-to-audio -> voice changer -> audio-to-image,audio-to-image -> video voiceover -> video-to-audio -> voice changer,node_mismatch; link_mismatch; arg_mismatch(4)
13590705,dag,✓,✗,3,text expander -> audio effects -> voice changer,text expander -> audio effects -> voice changer,link_mismatch; arg_mismatch(3)
28649390,chain,✗,✗,1,text downloader -> keyword extractor -> text search -> text simplifier,text downloader -> topic generator -> text search -> text simplifier,node_mismatch; link_mismatch; arg_mismatch(1)
26296294,chain,✓,✓,1,audio effects -> audio-to-text -> video search -> video-to-audio,audio effects -> audio-to-text -> video search -> video-to-audio,arg_mismatch(1)
65319518,single,✓,✓,1,voice changer,voice changer,arg_mismatch(1)
22387171,dag,✓,✗,1,article spinner -> text expander -> keyword extractor -> text grammar checker -> video voiceover -> video stabilizer,article spinner -> text expander -> keyword extractor -> text grammar checker -> video voiceover -> video stabilizer,link_mismatch; arg_mismatch(1)
21045373,chain,✗,✗,2,audio-to-text -> keyword extractor -> text sentiment analysis -> text paraphraser -> text grammar checker,audio-to-text -> topic extraction -> positive sentiment filter -> text paraphraser -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(2)
10219651,dag,✗,✗,3,image colorizer -> audio-to-image -> image-to-video,audio-to-image -> image colorizer -> image style transfer -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(3)
24133585,chain,✗,✗,5,video-to-audio -> audio-to-text -> keyword extractor -> url extractor -> audio-to-image -> image style transfer,video-to-text -> url extractor -> audio downloader -> audio-to-image -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(5)
26815357,chain,✗,✗,5,image style transfer -> image search (by image) -> image stitcher -> image colorizer,image downloader -> image style transfer -> image search (by image) -> image stitcher -> image color enhancer,node_mismatch; link_mismatch; arg_mismatch(5)
29912692,chain,✗,✗,5,text paraphraser -> video voiceover -> video-to-image -> image style transfer,video-to-text -> text paraphraser -> video voiceover -> video-to-image -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(5)
26988311,chain,✓,✗,6,text summarizer -> keyword extractor -> voice changer -> audio-to-text -> text-to-image -> image style transfer,text summarizer -> keyword extractor -> voice changer -> audio-to-text -> text-to-image -> image style transfer,link_mismatch; arg_mismatch(6)
31335856,dag,✓,✗,1,audio-to-text -> text sentiment analysis -> article spinner -> text grammar checker,audio-to-text -> text sentiment analysis -> article spinner -> text grammar checker,link_mismatch; arg_mismatch(1)
11382433,chain,✓,✗,3,topic generator -> video voiceover -> video stabilizer -> video-to-audio,topic generator -> video voiceover -> video stabilizer -> video-to-audio,link_mismatch; arg_mismatch(3)
30790694,chain,✗,✗,1,text translator -> text simplifier,text translator -> text simplifier -> keyword extractor,node_mismatch; link_mismatch; arg_mismatch(1)
26704563,dag,✗,✗,1,text translator -> text summarizer,text translator -> text summarizer -> topic generator,node_mismatch; link_mismatch; arg_mismatch(1)
33177791,chain,✗,✗,6,video-to-audio -> video-to-text -> text simplifier -> keyword extractor -> url extractor -> audio downloader -> video synchronization,audio downloader -> text simplifier -> url extractor -> video synchronization -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(6)
63991533,chain,✗,✗,2,text search -> text summarizer -> text-to-video,text search -> topic generator -> text expander -> text paraphraser -> text summarizer -> text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
27904030,chain,✗,✗,5,video-to-audio -> audio-to-text -> text sentiment analysis -> text simplifier -> article spinner -> text paraphraser,video-to-text -> text sentiment analysis -> text simplifier -> article spinner -> text paraphraser,node_mismatch; link_mismatch; arg_mismatch(5)
19722680,chain,✗,✗,3,text-to-image -> image style transfer,keyword extractor -> text paraphraser -> article spinner -> text-to-image -> image style transfer -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(3)
76983178,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
54487864,chain,✓,✗,1,text downloader -> text grammar checker -> topic generator -> video search,text downloader -> text grammar checker -> topic generator -> video search,link_mismatch; arg_mismatch(1)
22151225,dag,✗,✗,3,image-to-video -> video-to-audio -> video synchronization,image-to-video -> video stabilizer -> video-to-audio -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
87974508,chain,✗,✗,2,topic generator -> video voiceover,text search -> topic generator -> script generator -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(2)
36434138,chain,✗,✗,1,text summarizer -> text-to-video -> video-to-audio -> audio-to-text,text summarizer -> text-to-video -> video stabilizer -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
85267987,chain,✗,✗,2,topic generator -> text-to-image,topic generator -> keyword extractor -> image search,node_mismatch; link_mismatch; arg_mismatch(2)
29308977,chain,✗,✗,2,topic generator,text simplifier -> text grammar checker -> topic generator,node_mismatch; link_mismatch; arg_mismatch(2)
28202531,single,✓,✓,1,article spinner,article spinner,arg_mismatch(1)
16616283,chain,✗,✗,1,text downloader -> text-to-video -> text paraphraser,text downloader -> text paraphraser -> text-to-video,node_mismatch; link_mismatch; arg_mismatch(1)
18531478,chain,✓,✓,1,article spinner -> text summarizer -> text sentiment analysis -> text-to-audio,article spinner -> text summarizer -> text sentiment analysis -> text-to-audio,arg_mismatch(1)
32552570,chain,✗,✗,3,audio downloader -> audio-to-image -> image-to-text -> text search -> voice changer,audio downloader -> audio-to-image -> image colorizer -> image-to-text -> text search -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
29728026,chain,✗,✗,2,image-to-text -> video search -> video downloader,image-to-text -> text simplifier -> text search -> url extractor -> video downloader,node_mismatch; link_mismatch; arg_mismatch(2)
10053954,chain,✗,✗,3,text downloader -> text-to-image -> image stitcher -> image search (by image),text downloader -> text-to-image -> image colorizer -> image stitcher -> image search (by image),node_mismatch; link_mismatch; arg_mismatch(3)
28376419,dag,✗,✓,2,video-to-image -> image colorizer -> image stitcher,image colorizer -> video-to-image -> image stitcher,node_mismatch; arg_mismatch(2)
20822854,dag,✗,✗,3,text expander -> text-to-audio -> audio-to-text -> audio-to-image,text expander -> text-to-speech -> speech-to-text -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(3)
24043969,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
10532275,single,✓,✓,1,text search,text search,arg_mismatch(1)
13178868,single,✓,✓,1,audio effects,audio effects,arg_mismatch(1)
82328237,chain,✓,✗,2,text expander -> text summarizer -> text translator -> text search,text expander -> text summarizer -> text translator -> text search,link_mismatch; arg_mismatch(2)
28854741,chain,✗,✗,4,video synchronization -> video-to-audio -> audio-to-text -> text grammar checker -> keyword extractor -> text simplifier,video synchronization -> video-to-text -> text grammar checker -> keyword extractor -> text simplifier,node_mismatch; link_mismatch; arg_mismatch(4)
31133384,dag,✗,✓,4,article spinner -> text-to-video -> video search,article spinner -> text search -> text-to-video -> video search,node_mismatch; arg_mismatch(4)
25069761,single,✓,✓,1,text sentiment analysis,text sentiment analysis,arg_mismatch(1)
20600805,chain,✗,✗,4,keyword extractor -> text summarizer -> text-to-video -> video speed changer,keyword extractor -> topic generator -> text-to-video -> video speed changer,node_mismatch; link_mismatch; arg_mismatch(4)
82886139,single,✓,✓,1,url extractor,url extractor,arg_mismatch(1)
23154964,single,✗,✗,2,image search -> image downloader,image search,node_mismatch; link_mismatch; arg_mismatch(2)
24180514,chain,✓,✓,1,text search -> text paraphraser -> text-to-video,text search -> text paraphraser -> text-to-video,arg_mismatch(1)
32282456,chain,✗,✗,5,video-to-audio -> audio-to-text -> text paraphraser -> text-to-audio -> video synchronization -> video-to-image,video-to-text -> text paraphraser -> text-to-audio -> video synchronization -> video-to-image,node_mismatch; link_mismatch; arg_mismatch(5)
98293818,chain,✗,✗,2,image-to-text -> text-to-audio -> audio splicer,image-to-text -> voice changer -> audio splicer,node_mismatch; link_mismatch; arg_mismatch(2)
22886800,single,✓,✓,1,url extractor,url extractor,arg_mismatch(1)
18966822,dag,✗,✗,2,text summarizer -> url extractor -> audio downloader -> audio effects -> audio splicer,text summarizer -> url extractor -> audio downloader -> audio effects -> audio mixer,node_mismatch; link_mismatch; arg_mismatch(2)
22093760,chain,✗,✗,2,topic generator,text translator -> topic generator -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(2)
29272607,chain,✓,✓,1,video speed changer -> video stabilizer -> video synchronization -> video-to-audio,video speed changer -> video stabilizer -> video synchronization -> video-to-audio,arg_mismatch(1)
53338319,chain,✗,✗,3,text downloader -> text summarizer -> text-to-audio -> video stabilizer -> video synchronization,text downloader -> text expander -> video stabilizer -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(3)
45140777,dag,✓,✓,1,text-to-audio -> voice changer -> audio splicer -> audio-to-text,text-to-audio -> voice changer -> audio splicer -> audio-to-text,arg_mismatch(1)
11685484,dag,✗,✗,3,text search -> text simplifier -> video speed changer,text search -> keyword extractor -> text simplifier -> video speed changer,node_mismatch; link_mismatch; arg_mismatch(3)
28205828,dag,✗,✗,4,audio search -> video search -> audio downloader -> video downloader,text expander -> url extractor -> audio downloader -> video downloader,node_mismatch; link_mismatch; arg_mismatch(4)
24298786,chain,✗,✗,4,audio downloader -> audio splicer -> audio noise reduction -> voice changer -> audio-to-image -> image search (by image) -> image-to-video,audio downloader -> audio combiner -> audio noise reduction -> voice modifier -> audio visualizer -> image search (by image) -> slideshow creator,node_mismatch; link_mismatch; arg_mismatch(4)
31852542,chain,✗,✗,5,image-to-text -> text expander -> text simplifier -> text sentiment analysis -> video voiceover -> video synchronization -> video-to-audio,image downloader -> image-to-text -> text simplifier -> text sentiment analysis -> video voiceover -> video synchronization -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(5)
68601347,dag,✗,✗,3,topic generator -> text expander -> video speed changer -> video voiceover,text expander -> topic generator -> video speed changer -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(3)
44403562,chain,✗,✗,4,video-to-audio -> audio-to-text -> text search -> text-to-audio -> audio splicer,video-to-text -> text search -> text-to-audio -> audio splicer,node_mismatch; link_mismatch; arg_mismatch(4)
26046746,single,✓,✓,1,text-to-audio,text-to-audio,arg_mismatch(1)
19965243,chain,✗,✗,2,video search -> video speed changer -> video voiceover,text search -> video speed changer -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(2)
20333324,single,✓,✓,1,text summarizer,text summarizer,arg_mismatch(1)
96263403,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
22018641,chain,✓,✓,1,audio downloader -> audio noise reduction -> video synchronization -> video speed changer -> video-to-text,audio downloader -> audio noise reduction -> video synchronization -> video speed changer -> video-to-text,arg_mismatch(1)
26045735,chain,✗,✗,4,video speed changer -> video stabilizer -> video-to-audio -> audio-to-text -> text expander -> image search,video speed changer -> video stabilizer -> video-to-text -> text expander -> image search,node_mismatch; link_mismatch; arg_mismatch(4)
18738272,chain,✗,✗,4,text grammar checker -> text simplifier -> topic generator,text grammar checker -> keyword extractor -> topic generator -> synonym recommender,node_mismatch; link_mismatch; arg_mismatch(4)
68627496,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
29076966,chain,✗,✗,1,text downloader -> text sentiment analysis -> text expander -> text paraphraser -> text translator,text downloader -> text sentiment analysis -> text expander -> article spinner -> text translator,node_mismatch; link_mismatch; arg_mismatch(1)
19029090,chain,✗,✗,4,text search -> text extractor -> image search -> image stitcher,text expander -> article spinner -> url extractor -> text downloader -> image-to-text -> image search (by image) -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
20986321,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
10176126,chain,✗,✗,2,text-to-image -> image search (by image) -> image-to-video,text-to-image -> image search (by theme) -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
16921895,chain,✓,✓,1,voice changer -> audio-to-image -> image stitcher -> image-to-text -> text translator -> text grammar checker,voice changer -> audio-to-image -> image stitcher -> image-to-text -> text translator -> text grammar checker,arg_mismatch(1)
65794446,dag,✗,✗,4,text simplifier -> video stabilizer -> video voiceover,video stabilizer -> text simplifier -> video voiceover -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(4)
16375814,chain,✗,✗,1,text grammar checker -> text simplifier -> text-to-image,text grammar checker -> article spinner -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(1)
24693323,single,✓,✓,1,audio downloader,audio downloader,arg_mismatch(1)
29139082,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
66944781,chain,✗,✗,2,video stabilizer -> video speed changer -> voice changer,video stabilizer -> video speed changer -> video-to-audio -> voice changer,node_mismatch; link_mismatch; arg_mismatch(2)
15376372,chain,✗,✗,1,text translator -> text summarizer,text translator -> text paraphraser -> text summarizer,node_mismatch; link_mismatch; arg_mismatch(1)
10755258,dag,✗,✗,2,text summarizer -> video search -> text-to-video,text summarizer -> keyword extractor -> text-to-video -> video search,node_mismatch; link_mismatch; arg_mismatch(2)
46379227,dag,✗,✗,4,video synchronization -> audio noise reduction -> audio-to-image,audio noise reduction -> video synchronization -> video-to-audio -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
13963085,chain,✗,✗,4,video-to-audio -> audio-to-text -> keyword extractor -> text-to-audio -> video synchronization,convert video to text -> extract keywords -> create audio from text -> merge video and audio,node_mismatch; link_mismatch; arg_mismatch(4)
11090037,chain,✗,✗,5,text search -> text summarizer -> image search -> image search,topic generator -> text search -> text simplifier -> text summarizer -> image search,node_mismatch; link_mismatch; arg_mismatch(5)
14425232,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
23528150,chain,✓,✗,1,text simplifier -> keyword extractor -> topic generator -> video search,text simplifier -> keyword extractor -> topic generator -> video search,link_mismatch; arg_mismatch(1)
23105982,chain,✗,✗,2,topic generator -> text-to-audio -> audio effects,topic generator -> voice changer -> audio effects,node_mismatch; link_mismatch; arg_mismatch(2)
27699936,chain,✗,✗,4,video synchronization -> video speed changer -> video-to-text -> video search,video synchronization -> video speed adjuster -> speech-to-text -> video search,node_mismatch; link_mismatch; arg_mismatch(4)
23228100,chain,✓,✓,1,keyword extractor -> voice changer -> audio noise reduction -> audio-to-image,keyword extractor -> voice changer -> audio noise reduction -> audio-to-image,arg_mismatch(1)
15210768,chain,✗,✗,2,text-to-image -> image style transfer -> image colorizer -> image stitcher,text-to-image -> image style transfer -> image search (by image) -> image colorizer -> image stitcher,node_mismatch; link_mismatch; arg_mismatch(2)
21849689,chain,✓,✗,1,text simplifier -> keyword extractor -> url extractor,text simplifier -> keyword extractor -> url extractor,link_mismatch; arg_mismatch(1)
61505969,single,✓,✓,1,voice changer,voice changer,arg_mismatch(1)
67022435,chain,✓,✓,1,video downloader -> video speed changer,video downloader -> video speed changer,arg_mismatch(1)
27021703,chain,✗,✗,4,video speed changer -> video-to-audio -> audio-to-text -> article spinner -> text translator,video speed changer -> video-to-text -> article spinner -> text translator,node_mismatch; link_mismatch; arg_mismatch(4)
39491094,dag,✗,✗,2,keyword extractor -> text-to-audio -> audio noise reduction,keyword extractor -> text-to-audio -> audio noise reduction -> audio splicer,node_mismatch; link_mismatch; arg_mismatch(2)
23699878,chain,✗,✗,3,image search (by image) -> image-to-text -> text paraphraser,image downloader -> image search (by image) -> image-to-text -> text paraphraser,node_mismatch; link_mismatch; arg_mismatch(3)
81798632,chain,✗,✗,2,topic generator -> audio effects,topic generator -> text sentiment analysis -> audio effects,node_mismatch; link_mismatch; arg_mismatch(2)
31761373,dag,✓,✗,1,audio downloader -> video synchronization -> audio-to-image -> image style transfer,audio downloader -> video synchronization -> audio-to-image -> image style transfer,link_mismatch; arg_mismatch(1)
75411655,chain,✗,✗,2,text-to-video -> text-to-audio -> video synchronization,text-to-video -> video stabilizer -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(2)
28080671,chain,✓,✓,1,video speed changer -> video voiceover -> video-to-audio,video speed changer -> video voiceover -> video-to-audio,arg_mismatch(1)
96157488,chain,✗,✗,2,text translator -> video voiceover,text summarizer -> text translator -> text expander -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(2)
20786151,chain,✗,✗,2,text search -> text-to-image,text search -> topic generator -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
18394595,dag,✓,✗,2,video downloader -> video-to-image -> video synchronization,video downloader -> video-to-image -> video synchronization,link_mismatch; arg_mismatch(2)
30030030,chain,✓,✓,2,url extractor -> video downloader -> video stabilizer -> video-to-audio -> audio effects -> audio noise reduction,url extractor -> video downloader -> video stabilizer -> video-to-audio -> audio effects -> audio noise reduction,arg_mismatch(2)
30546653,chain,✓,✓,1,audio-to-text -> text-to-video -> video speed changer,audio-to-text -> text-to-video -> video speed changer,arg_mismatch(1)
